CODIGO DE CLASE,CODIGO DE FAMILIA,DESCRIPCION DE CLASE
104523,1045,104523-ORQUÍDEA ONCIDIUM CORTADA SECA 
104524,1045,104524-ORQUÍDEA VANDA CORTADA SECA
105015,1050,105015-ASPIDISTRAS CORTADAS FRESCAS  
105016,1050,105016-CHILI VERDE CORTADO FRESCO
105017,1050,105017-HAYA CORTADA FRESCA
105018,1050,105018-HOJAS DE EUCALIPTO CORTADAS PRESCAS
105019,1050,105019-HELECHOS CORTADOS FRESCOS
105020,1050,105020-HOJAS O FOLLAJES CORTADOS FRESCOS
105021,1050,105021-PASTOS COSTADOS FRESCOS
105022,1050,105022-MORA HUCKLEBERRY FRESCA CORTADA
105023,1050,105023-HIEDRA CORTADA FRESCA
105024,1050,105024-INTEGRIFOLIA CORTADA FRESCA
105025,1050,105025-MIRTO CORTADO FRESCO
105026,1050,105026-HOJAS FRESCAS CORTADAS DE ROBLE
105027,1050,105027-OREGONIA FRESCA CORTADA 
105028,1050,105028-PITTOSPORUM FRESCO CORTADO 
105029,1050,105029-HOJAS FRESCAS CORTADAS DE ESPECIES SENCILLAS
111015,1110,111015-MINERALES
111016,1110,111016-MINERALES METÁLICOS
111017,1110,111017-METALES DE BASE
111018,1110,111018-METALES PRECIOSOS
111019,1110,"111019-PRODUCTOS MINERALES INTERMEDIOS, PROCESADOS Y REFINADOS"
111115,1111,111115-BARRO Y TIERRA
111116,1111,111116-PIEDRA
111117,1111,111117-ARENA
111118,1111,111118-ARCILLAS
111215,1112,111215-SAVIA
111216,1112,111216-MADERA
111217,1112,111217-PRODUCTOS SECUNDARIOS DE LA EXPLOTACIÓN FORESTAL
111218,1112,111218-FIBRAS DE PLANTAS
111219,1112,111219-PRODUCTOS DE PERFUMERÍA
111220,1112,111220-PRODUCTOS DE MADERA DISEÑADOS
111315,1113,"111315-CUERO, PIELES O MATERIALES TEXTILES DE ANIMALES"
111316,1113,111316-OTROS PRODUCTOS DE ANIMALES
111416,1114,111416-DESECHOS NO METÁLICOS Y CHATARRA
111417,1114,111417-DESPERDICIOS O RESTOS DE ALIMENTOS Y TABACO
111515,1115,111515-FIBRAS
111516,1115,111516-HEBRAS
111517,1115,111517-HILOS
111615,1116,111615-TEJIDOS DE SEDA
111616,1116,111616-TEJIDOS DE LANA
111617,1116,111617-TEJIDOS DE ALGODÓN
111618,1116,111618-TEJIDOS SINTÉTICOS
111620,1116,111620-TEJIDOS DE MATERIALES VEGETALES NO DE ALGODÓN
111621,1116,111621-TEJIDOS O TELAS ESPECIALES
111622,1116,111622-TELAS NO TEJIDAS
111623,1116,111623-CUEROS
111624,1116,111624-GUATA
111715,1117,111715-ACEROS BÁSICOS
111716,1117,111716-ALEACIONES DE ACERO INOXIDABLE
111717,1117,111717-ACEROS RÁPIDOS
111718,1117,111718-SUPERALEACIONES DE NÍQUEL
111719,1117,111719-SUPERALEACIONES DE TITANIO
111720,1117,111720-ALEACIONES DE ALUMINIO
111721,1117,111721-SUPERALEACIONES DE COBALTO
111722,1117,111722-ALEACIONES CON BASE DE MAGNESIO
111723,1117,111723-ALEACIONES CON BASE DE MANGANESO
111815,1118,111815-ÓXIDOS METÁLICOS NO FÉRREOS
111915,1119,111915-CUERPOS SÓLIDOS DE METAL
111916,1119,111916-CHATARRA
111917,1119,111917-VIRUTAS
111918,1119,111918-SUBPRODUCTOS DEL METAL
121315,1213,121315-EXPLOSIVOS
121316,1213,121316-PIROTECNIA
121317,1213,121317-ENCENDEDORES
121318,1213,121318-PROPULSORES
121415,1214,121415-METALES DE TIERRA
121416,1214,121416-METALES DE TIERRA RARA
121417,1214,121417-METALES DE TRANSICIÓN
121418,1214,121418-METALES ÁLCALIS
121419,1214,121419-NO-METALES Y GASES ELEMENTALES Y PUROS
121420,1214,121420-GASES NOBLES
121421,1214,121421-GASES NATURALES Y GASES MIXTOS
121422,1214,121422-ISÓTOPOS
121615,1216,121615-INDICADORES Y REACTIVOS
121616,1216,121616-CATALIZADORES
121617,1216,121617-AMORTIGUADORES
121618,1216,121618-COLOIDES
121619,1216,121619-SURFACTANTES
121620,1216,121620-PLASTIFICANTES
121621,1216,121621-RETARDADORES DE LLAMA
121622,1216,121622-ANTI-OXIDANTES
121623,1216,121623-AGENTES DE CURACIÓN
121624,1216,121624-ROMPEDORES DE POLÍMERO
121625,1216,121625-ROMPEDORES DE EMULSIÓN
121626,1216,121626-ESTABILIZADORES DE ARCILLA
121627,1216,121627-ADITIVOS DE PÉRDIDA DE FLUIDO
121628,1216,121628-REDUCTORES DE FRICCIÓN
121629,1216,121629-AGENTES DE CONTROL DE PARAFINA ASFALTENOS
121630,1216,121630-MEZCLAS PARA QUITAR BARRO
121631,1216,121631-ANTI LODO (SLUDGER)
121632,1216,121632-AGENTES DE MIGRACIÓN ANTI GAS
121633,1216,121633-AGENTES DE EXPANSIÓN
121634,1216,121634-EXTENSORES
121635,1216,121635-SELLADOR DE POZO PETROLÍFERO
121636,1216,121636-INHIBIDORES DE CORROSIÓN
121637,1216,121637-REGULADORES DE HIDRATO DE GAS
121638,1216,121638-LIMPIADORES QUÍMICOS
121639,1216,121639-REGULADORES DE SARRO
121640,1216,121640-BACTERICIDAS
121641,1216,121641-IN SITU
121642,1216,121642-RETARDADORES
121643,1216,121643-CONTROLADORES DE HIERRO
121644,1216,121644-NO EMULSIFICADORAS
121645,1216,121645-ADITIVOS DE ALIMENTOS Y FÁRMACOS
121646,1216,"121646-MODIFICADORES DE PAPEL, PLÁSTICO Y TELA"
121647,1216,121647-ANTISÉPTICOS INDUSTRIALES
121648,1216,121648-AGENTES REDUCTORES DE AGUA
121649,1216,121649-AGENTES DE IMPERMEABILIZACIÓN
121650,1216,121650-AGENTES ANTI ENCOGIMIENTO
121651,1216,121651-QUÍMICOS PARA MEJORAR LA RECUPERACIÓN DE PETRÓLEO
121715,1217,121715-TINTES
121716,1217,121716-PIGMENTOS
121717,1217,121717-COMPUESTOS DE COLORES Y DISPERSIONES
121815,1218,121815-CERAS
121816,1218,121816-ACEITES
121915,1219,121915-SOLVENTES HIDROCARBONATOS
121916,1219,121916-SOLVENTES OXIGENADOS
123520,1235,123520-COMPUESTOS AROMÁTICOS Y ALIFÁTICOS
123521,1235,123521-DERIVADOS ORGÁNICOS Y COMPUESTOS SUSTITUIDOS
123522,1235,123522-PRODUCTOS BIOQUÍMICOS
123523,1235,123523-COMPUESTOS INORGÁNICOS
123524,1235,123524-MEZCLAS
123525,1235,123525-FIJADORES
131015,1310,131015-CAUCHO NATURAL
131016,1310,131016-CAUCHO PROCESADO Y SINTÉTICO
131017,1310,131017-ELASTÓMEROS
131019,1310,131019-PLÁSTICOS TERMOFORMADOS
131020,1310,131020-PLÁSTICOS TERMOPLÁSTICOS
131110,1311,131110-RESINAS
131111,1311,131111-COLOFONIA
131112,1311,131112-PELÍCULAS
131113,1311,131113-ESPUMAS
141015,1410,141015-MATERIAS PRIMAS
141115,1411,141115-PAPEL DE IMPRENTA Y PAPEL DE ESCRIBIR
141116,1411,141116-PAPEL FANTASÍA
141117,1411,141117-PRODUCTOS DE PAPEL PARA USO PERSONAL
141118,1411,141118-PAPELES DE USO COMERCIAL
141215,1412,141215-CARTÓN Y PAPEL PARA EMBALAJE
141216,1412,141216-PAPEL DE SEDA
141217,1412,141217-PAPELES LAMINADOS
141218,1412,141218-PAPELES RECUBIERTOS
141219,1412,141219-PAPEL PRENSA Y DE OFFSET
141221,1412,141221-PAPELES DE BASE SIN RECUBRIR
141222,1412,141222-PAPELES ESPECIALIZADOS DE USO INDUSTRIAL
151015,1510,151015-PETRÓLEO Y DESTILADOS
151016,1510,151016-COMBUSTIBLES SÓLIDOS O GELIFICADOS
151017,1510,151017-GASOIL
151018,1510,151018-COMBUSTIBLES O BIO - COMBUSTIBLES LÍQUIDOS BASADOS EN PLANTAS
151115,1511,151115-COMBUSTIBLES GASEOSOS
151117,1511,151117-ADITIVOS PARA CARBURANTE
151215,1512,151215-PREPARADOS LUBRICANTES
151218,1512,151218-ANTICORROSIVOS
151219,1512,151219-GRASAS
151315,1513,151315-COMBUSTIBLE NUCLEAR
151316,1513,151316-INSTALACIÓN DE COMBUSTIBLE DE FISIÓN
201015,2010,201015-EQUIPO DE CORTE
201016,2010,201016-CRIBAS Y EQUIPOS DE ALIMENTACIÓN
201017,2010,"201017-TRITURADORAS, QUEBRANTADORAS Y AMOLADORES"
201018,2010,201018-SISTEMAS MECANIZADOS DE SOPORTE EN TIERRA
201019,2010,201019-SISTEMAS SECUNDARIOS DE RUPTURA DE ROCA
201020,2010,201020-SISTEMAS DE EXPLORACIÓN Y DESARROLLO
201021,2010,201021-BARRENAS DE ROCAS
201022,2010,201022-MAQUINARIA DE CARGUE DE EXPLOSIVOS
201023,2010,201023-VEHÍCULOS DE SERVICIO DE MINERÍA SUBTERRÁNEA
201115,2011,201115-EQUIPO DE EXPLORACIÓN Y PERFORACIÓN
201116,2011,201116-MAQUINARIA DE PERFORACIÓN Y EXPLOTACIÓN
201117,2011,201117-ACCESORIOS DE PERFORACIÓN Y EXPLOTACIÓN
201210,2012,201210-EQUIPO ACIDIFICANTE
201211,2012,201211-EQUIPO PARA CEMENTAR
201212,2012,201212-EQUIPO DE FRACTURAR
201213,2012,201213-EQUIPO DE CONTROL DE ARENA
201214,2012,201214-HERRAMIENTAS Y EQUIPO DE TERMINACIÓN
201215,2012,201215-HERRAMIENTAS CONVENCIONALES DE PERFORACIÓN
201216,2012,201216-BROCAS DE BARRENA
201217,2012,201217-HERRAMIENTAS DE PESCA
201218,2012,201218-EQUIPO DE PERFORACIÓN DIRECCIONAL
201219,2012,201219-EQUIPO DE MEDIR Y REGISTRO DEL POZO
201220,2012,201220-EQUIPO DE PRUEBA Y ACCESORIOS
201221,2012,201221-EQUIPO DE PERFORACIÓN
201222,2012,201222-EQUIPO DE PRUEBA DEL POZO
201223,2012,201223-EQUIPO DE SLICKLINE - CABLE DE RECUPERACIÓN
201224,2012,201224-EQUIPO DE SISTEMAS DE PRODUCCIÓN
201225,2012,201225-EQUIPO PARA TUBERÍA FLEXIBLE
201226,2012,201226-EQUIPO SÍSMICO
201227,2012,201227-MERCANCÍA TUBULAR PARA CAMPO PETROLERO
201228,2012,201228-EQUIPO Y PLATAFORMAS DE REACONDICIONAMIENTO Y PERFORACIÓN
201229,2012,201229-EQUIPO DE REGISTRAR DATOS DE SUPERFICIE
201230,2012,201230-EQUIPO MULTILATERAL
201231,2012,201231-HERRAMIENTA PARA SALIDA DE REVESTIMIENTOS
201232,2012,201232-EQUIPO DE EXPANSIÓN EN PROFUNDIDAD
201233,2012,201233-HERRAMIENTAS PARA REVESTIMIENTOS MIENTRAS SE PERFORA
201310,2013,201310-LODO DE PERFORAR Y MATERIALES
201311,2013,201311-APUNTALANTES DE FRACTURAMIENTO DE POZO
201312,2013,201312-FLUIDOS DE COMPLETAR
201313,2013,201313-CEMENTO DE POZO PETROLERO
201410,2014,201410-EQUIPO DE CABEZA DE POZO
201411,2014,201411-SISTEMAS DE INYECCIÓN QUÍMICOS
201412,2014,201412-EQUIPO DE DESARENAR
201413,2014,201413-ANCLAS Y BOMBAS DE CHORRO DE BARRENAS HACIA ABAJO
201414,2014,201414-ACCESORIOS DE PRODUCCIÓN DE BARRENAS HACIA ABAJO
201415,2014,201415-BOMBAS DE BARRENAS HACIA ABAJO
201416,2014,201416-BOMBAS DE EXPORTACIÓN
201417,2014,201417-PLATAFORMAS DE ALMACENAJE Y PRODUCCIÓN A POCA DISTANCIA DE LA COSTA
201418,2014,201418-CONTADORES PARA MEDIR EL FLUJO DE PRODUCCIÓN DEL POZO
201419,2014,201419-EQUIPO DE TRATAMIENTO DE GAS
201420,2014,201420-REGENERADORES DE GLICOL
201421,2014,201421-TRATADORES DE CALENTADORES
201422,2014,201422-CALENTADORES DE LÍNEA
201423,2014,201423-DESLIZADEROS DE INYECCIÓN DE PRODUCCIÓN
201424,2014,201424-EQUIPO PARA EL LECHO DEL OCÉANO
201425,2014,201425-EQUIPO PARA TRATAR AGUA PRODUCIDA
201426,2014,201426-INSTRUMENTACIÓN DEL SISTEMA DE CONTROL DE PRODUCCIÓN
201427,2014,201427-UNIDADES DE BOMBEAR
201428,2014,201428-SEPARADORES DE PRODUCCIÓN
201429,2014,201429-TANQUES Y RECIPIENTES ALMACENADORES
201430,2014,201430-VÁSTAGOS DE SUCCIÓN
201433,2014,201433-EQUIPO PARA SERVICIO DE OLEODUCTOS
211015,2110,211015-MAQUINARIA AGRÍCOLA PARA PREPARACIÓN DEL SUELO
211016,2110,211016-MAQUINARIA AGRÍCOLA PARA SIEMBRA Y PLANTADO
211017,2110,211017-MAQUINARIA AGRÍCOLA PARA COSECHAR
211018,2110,211018-APARATOS DISPERSORES O ASPERSORES PARA AGRICULTURA
211019,2110,211019-EQUIPO PARA AVES DE CORRAL Y GANADO
211020,2110,"211020-MAQUINARIA AGRÍCOLA PARA LIMPIEZA, SELECCIÓN O CLASIFICACIÓN"
211021,2110,211021-MAQUINARIA Y EQUIPO PARA TRANSFORMACIÓN AGRÍCOLA
211022,2110,211022-MAQUINARIA Y EQUIPO PARA SILVICULTURA
211023,2110,211023-EQUIPO PARA INVERNADERO
211024,2110,211024-EQUIPO PARA INSECTOS
211115,2111,211115-EQUIPO DE PESCA COMERCIAL
211116,2111,211116-EQUIPO PARA ACUICULTURA
221015,2210,221015-MAQUINARIA PARA TRABAJO DE DESMONTE
221016,2210,221016-EQUIPO DE PAVIMENTACIÓN
221017,2210,221017-COMPONENTES DE EQUIPO PESADO
221018,2210,221018-GRÚAS DE ELEVACIÓN
221019,2210,221019-MAQUINARIA Y ACCESORIOS DE CONSTRUCCIÓN DE EDIFICIOS
221020,2210,221020-EQUIPO Y MAQUINARIA DE DEMOLICIÓN DE EDIFICIOS
231015,2310,"231015-MAQUINARIA PARA TRABAJAR MADERA, PIEDRA, CERÁMICA Y SIMILARES"
231115,2311,231115-MAQUINARIA Y EQUIPO PARA DESTILADO Y TRANSFORMACIÓN DE PETRÓLEO
231116,2311,231116-MAQUINARIA DE HIDROTRATAMIENTO
231215,2312,231215-MAQUINARIA Y ACCESORIOS PARA TRANSFORMADOS TEXTILES
231216,2312,"231216-MAQUINARIA, EQUIPO Y ACCESORIOS PARA TRABAJO TEXTIL"
231315,2313,"231315-EQUIPO Y SUMINISTROS DE TRITURACIÓN, LIJADO Y PULIDO"
231316,2313,231316-EQUIPO Y ACCESORIOS DE FACETAJE
231317,2313,231317-EQUIPO DEL CABBING
231416,2314,231416-MAQUINARIA Y ACCESORIOS PARA EL PREPARADO DEL CUERO
231417,2314,231417-MAQUINARIA Y ACCESORIOS PARA TRABAJAR Y REPARAR CUERO
231515,2315,"231515-MAQUINARIA, EQUIPO Y SUMINISTROS PARA LA ELABORACIÓN DE CAUCHO Y PLÁSTICO"
231516,2315,"231516-MAQUINARIA, EQUIPO Y SUMINISTROS PARA LA INDUSTRIA DEL CEMENTO, CERÁMICA Y VIDRIO"
231517,2315,"231517-MAQUINARIA, EQUIPO Y SUMINISTROS DE LA INDUSTRIA ÓPTICA"
231518,2315,"231518-MAQUINARIA, EQUIPO Y SUMINISTROS DE LA INDUSTRIA FARMACÉUTICA"
231519,2315,"231519-MAQUINARIA, EQUIPO Y SUMINISTROS PARA LA ELABORACIÓN Y EL PROCESAMIENTO DE PAPEL"
231520,2315,231520-MANEJO DEL WEB Y MAQUINARIA DE CONTROL Y EQUIPO Y SUMINISTROS
231521,2315,231521-MAQUINARIA Y EQUIPO DE SEPARACIÓN
231522,2315,231522-MESA Y ESTANTES PARA FABRICACIÓN
231529,2315,231529-MAQUINARIA EMPACADORA
231530,2315,"231530-DISPOSITIVOS Y SISTEMAS DE GUÍA, POSICIONAMIENTO Y SUJECIÓN"
231531,2315,231531-COMPONENTES Y ACCESORIOS DE MAQUINARIA INDUSTRIAL
231532,2315,231532-ROBÓTICA
231534,2315,231534-ENSAMBLADORAS
231535,2315,231535-SISTEMAS DE PINTURA
231536,2315,231536-MÁQUINAS PARA EL MARCADO DE PARTES
231537,2315,231537-EQUIPO DE ASEGURAMIENTO O TORQUE DE PRECISIÓN
231538,2315,231538-SISTEMAS DE REVESTIMIENTO
231615,2316,231615-MÁQUINAS Y EQUIPO DE FUNDICIÓN
231616,2316,231616-SUMINISTROS DE FUNDICIÓN
231617,2316,231617-TROQUELES Y HERRAMIENTAS DE FUNDICIÓN
231815,2318,231815-MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS
231816,2318,231816-MAQUINARIA PARA CORTE DE ALIMENTOS
231817,2318,231817-MAQUINARIA PARA COCINAR O AHUMAR ALIMENTOS
231818,2318,231818-MAQUINARIA INDUSTRIAL PARA ELABORACIÓN DE BEBIDAS
231910,2319,231910-MEZCLADORES POR TANDAS
231911,2319,231911-MEZCLADORES CONTINUOS
231912,2319,231912-PIEZAS DE MEZCLADORA Y ACCESORIOS
232010,2320,232010-SISTEMAS DE CONTACTO LÍQUIDO GAS
232011,2320,232011-ABSORCIÓN E INTERCAMBIO DE IONES
232012,2320,232012-EQUIPO DE SECADO INDUSTRIAL
232110,2321,232110-MAQUINARIA DE ENSAMBLAJE ELECTRÓNICO Y EQUIPO DE SOPORTE
232111,2321,232111-MAQUINARIA DE PROCESAMIENTO Y FABRICACIÓN ELECTRÓNICA
232210,2322,232210-EQUIPO Y MAQUINARIA DEL DEPARTAMENTO DE RECEPCIÓN
232211,2322,232211-EQUIPO Y MAQUINARIA DEL DEPARTAMENTO DE MATANZA Y DESPLUMAMIENTO
232212,2322,232212-EQUIPO Y MAQUINARIA DEL DEPARTAMENTO DE EVISCERADO
232310,2323,232310-DESCORTEZADORAS Y ACCESORIOS
232311,2323,232311-SIERRAS DE CINTA Y ACCESORIOS
232312,2323,232312-SIERRAS CIRCULARES Y ACCESORIOS
232313,2323,232313-CANTEADORAS
232314,2323,232314-SIERRAS DE RECORTE Y ACCESORIOS
232315,2323,232315-CLASIFICADORAS DE MADEROS Y ACCESORIOS
232316,2323,232316-APILADORAS DE MADEROS Y ACCESORIOS
232317,2323,232317-SECADEROS DE MADERA Y EQUIPO Y ACCESORIOS
232318,2323,232318-TROCEADORAS DE MADERA Y ACCESORIOS
232319,2323,232319-CEPILLADORAS Y ACCESORIOS
232320,2323,232320-TERMINADORAS DE MADERA Y ACCESORIOS
232321,2323,232321-SIERRAS RETESTADORAS Y ACCESORIOS
232322,2323,232322-EMPALMADORAS POR ENTALLADURA MÚLTIPLE Y ACCESORIOS
232414,2324,232414-MÁQUINAS RECTIFICADORAS DE METALES
232415,2324,232415-MÁQUINAS CORTADORAS DE METALES
232416,2324,232416-HERRAMIENTAS CORTADORAS DE METALES
232417,2324,232417-MÁQUINAS REBABADORAS DE METALES
232418,2324,232418-MÁQUINAS TALADRADORAS DE METALES
232419,2324,232419-MÁQUINAS PERFORADORAS DE METALES
232421,2324,232421-ACCESORIOS PARA MÁQUINAS DE CORTAR METALES
232422,2324,232422-MÁQUINAS PARA FABRICACIÓN DE ENGRANAJES
232423,2324,232423-TORNOS Y CENTROS DE TORNEADO
232424,2324,232424-CENTROS DE MAQUINADO
232425,2324,232425-MÁQUINAS PARA EL FRESADO DE METALES
232426,2324,232426-MAQUINAS PARA EL CORTADO DE METALES ESPECIALIZADOS O DIVERSOS
232427,2324,232427-MAQUINARIA PARA MOLINOS DE TUBOS
232515,2325,232515-MAQUINARIA PARA TUBULARES DOBLADOS
232516,2325,232516-MÁQUINAS PARA ENROLLADO DE METALES
232517,2325,232517-MÁQUINAS DE FORJADO
232518,2325,232518-TROQUELES Y HERRAMIENTAS PARA EL FORMADO DE METALES
232519,2325,232519-MAQUINARIA Y EQUIPO PARA LA FABRICACIÓN DE CONTENEDORES DE METAL
232615,2326,232615-MÁQUINAS PARA PROTOTIPOS RÁPIDOS
232714,2327,232714-MÁQUINAS SOLDADORAS
232715,2327,232715-MAQUINARIA DE SOLDADURA FUERTE
232716,2327,232716-MAQUINARIA DE SOLDADURA DÉBIL
232717,2327,"232717-ACCESORIOS PARA SOLDAR, SOLDADURA FUERTE Y SOLDADURA DÉBIL"
232718,2327,"232718-SUMINISTROS PARA SOLDAR, SOLDADURA FUERTE Y SOLDADURA DÉBIL"
232815,2328,232815-MÁQUINAS PARA RECUBRIR O PLATEAR
232816,2328,232816-MÁQUINAS PARA TRATAMIENTO DE CALOR
232817,2328,232817-MÁQUINAS PARA TRATAMIENTO MECÁNICO DE SUPERFICIE
232818,2328,232818-ACCESORIOS Y HERRAMIENTAS PARA EL TRATAMIENTO DE METAL
232819,2328,232819-MAQUINARIA Y SUMINISTROS PARA LA LIMPIEZA DEL METAL
232915,2329,232915-HERRAMIENTAS DE PERFORACIÓN INDUSTRIAL
232916,2329,232916-HERRAMIENTAS DE MOLIENDA INDUSTRIAL
232917,2329,232917-HERRAMIENTAS DE ESCARIADO INDUSTRIAL
232918,2329,232918-HERRAMIENTAS DE ROSCADO INDUSTRIAL
232919,2329,232919-HERRAMIENTAS DE BARRENADO INDUSTRIAL
233015,2330,"233015-MAQUINARIA, EQUIPOS Y ACCESORIOS PARA EL TRABAJO DE ALAMBRE"
241015,2410,241015-CAMIONES INDUSTRIALES
241016,2410,241016-EQUIPO DE IZAJE Y ACCESORIOS
241017,2410,241017-TRANSPORTADORES Y ACCESORIOS
241018,2410,241018-EQUIPO PARA MUELLES
241019,2410,241019-EQUIPO PARA MANEJO DE CANECAS
241020,2410,241020-DISPOSICIÓN EN ESTANTES Y ALMACENAMIENTO
241021,2410,241021-EQUIPO Y SUMINISTROS PARA ALMACENAJE
241022,2410,241022-HERRAMIENTAS PARA ENVASADO
241023,2410,241023-VEHÍCULOS GUIADOS AUTOMÁTICOS AGV
241115,2411,241115-BOLSAS
241118,2411,241118-TANQUES Y CILINDROS Y SUS ACCESORIOS
241120,2411,241120-ARCONES Y CESTAS
241121,2411,"241121-TONELES, CUBAS Y BIDONES"
241122,2411,241122-LATAS Y CUBOS
241124,2411,"241124-COFRES, ARMARIOS Y BAÚLES DE ALMACENAJE"
241125,2411,241125-CARTÓN ONDULADO Y OTROS MATERIALES PARA DISTRIBUCIÓN
241126,2411,241126-CONTENEDORES PARA LÍQUIDOS
241127,2411,241127-ESTIBAS
241128,2411,241128-CONTENEDORES DE CARGA
241129,2411,241129-EMBALAJES
241130,2411,241130-LÁMINA TERMO - RETRÁCTIL
241215,2412,"241215-CAJAS, BOLSAS Y SACOS PARA EMPAQUETADO"
241218,2412,241218-LATAS PARA ENVASADO
241220,2412,241220-BOTELLAS
241315,2413,241315-REFRIGERADORES INDUSTRIALES
241316,2413,241316-CONGELADORES INDUSTRIALES
241319,2413,241319-MÁQUINAS DE HACER EL HIELO
241415,2414,241415-SUMINISTROS PARA SEGURIDAD Y PROTECCIÓN
241416,2414,241416-SUMINISTROS DE ACOLCHADOS
241417,2414,241417-TUBOS Y NÚCLEOS DE EMBALAJE Y ETIQUETAS Y ACCESORIOS
251015,2510,251015-VEHÍCULOS DE PASAJEROS
251016,2510,251016-VEHÍCULOS DE TRANSPORTE DE PRODUCTOS Y MATERIALES
251017,2510,251017-VEHÍCULOS DE PROTECCIÓN Y SALVAMENTO
251018,2510,251018-BICICLETAS DE MOTOR
251019,2510,251019-VEHÍCULOS ESPECIALIZADOS O DE RECREO
251020,2510,251020-VEHÍCULOS DE GUERRA
251021,2510,251021-CAMIONES TRACTORES
251115,2511,251115-EMBARCACIONES MARÍTIMAS COMERCIALES
251116,2511,251116-EMBARCACIONES DE SEGURIDAD Y SALVAMENTO
251117,2511,251117-EMBARCACIONES MILITARES
251118,2511,251118-EMBARCACIONES DE RECREO
251119,2511,251119-SISTEMAS Y PREMONTAJES DE EMBARCACIONES MARÍTIMAS
251215,2512,251215-LOCOMOTORAS Y VAGONETAS ELÉCTRICAS
251216,2512,251216-VAGONES DE FERROCARRIL Y TRANVÍA
251217,2512,251217-EQUIPO Y SISTEMAS DE APOYO FERROVIARIO
251315,2513,251315-AERONAVE DE ALAS FIJAS MOTORIZADA
251316,2513,251316-AERONAVE DE ALAS GIRATORIAS CIVIL Y COMERCIAL
251317,2513,251317-AERONAVE DE ALA FIJA MILITAR
251318,2513,251318-AVIÓN ESPECIAL
251319,2513,251319-AVIÓN MILITAR DE ALA GIRATORIA
251320,2513,251320-AVIÓN DE RECREO
251515,2515,251515-NAVES ESPACIALES
251517,2515,251517-SATÉLITES
251615,2516,251615-VEHÍCULOS A PEDAL
251715,2517,251715-LIMPIAPARABRISAS
251716,2517,251716-SISTEMAS DE DESCARCHADO Y ANTINIEBLA
251717,2517,251717-SISTEMAS DE FRENADO Y COMPONENTES
251719,2517,251719-RUEDAS Y ACABADOS
251720,2517,251720-COMPONENTES DE SISTEMA DE SUSPENSIÓN
251721,2517,251721-COMPONENTES Y SISTEMAS DE SEGURIDAD DE VEHÍCULO
251722,2517,251722-PUERTAS PARA VEHÍCULOS
251723,2517,251723-VENTANAS Y PARABRISAS PARA VEHÍCULOS
251724,2517,251724-DEPÓSITOS Y SISTEMAS DE COMBUSTIBLE
251725,2517,251725-NEUMÁTICOS Y CÁMARAS DE NEUMÁTICOS
251726,2517,251726-ACABADOS Y REVESTIMIENTOS EXTERIOR PARA VEHÍCULOS
251727,2517,251727-SISTEMAS DE CONTROL MEDIOAMBIENTAL
251728,2517,251728-SISTEMAS Y COMPONENTES HIDRÁULICOS
251729,2517,251729-ILUMINACIÓN EXTERIOR PARA VEHÍCULOS
251730,2517,251730-ILUMINACIÓN INTERIOR PARA VEHÍCULOS
251731,2517,251731-SISTEMAS Y COMPONENTES DE LOCALIZACIÓN Y NAVEGACIÓN
251733,2517,251733-SISTEMAS DE CONTROL PRINCIPAL
251737,2517,251737-CONTROLES DE EMISIÓN Y DE ESCAPE
251738,2517,251738-SISTEMAS DE TREN DE TRANSMISIÓN
251739,2517,251739-COMPONENTES ELÉCTRICOS
251740,2517,251740-SISTEMA DE REFRIGERAR DE MOTOR
251741,2517,251741-SISTEMAS DE TEJADO
251742,2517,251742-SISTEMA DE DIRECCIÓN
251744,2517,251744-SISTEMAS DEL INTERIOR DE VEHÍCULOS
251746,2517,251746-SISTEMAS DE ASIENTOS DEL VEHÍCULO
251747,2517,251747-COMPONENTES DE CICLO NO MOTORIZADO O ACCESORIOS
251748,2517,251748-COMPONENTES Y SISTEMAS DE VEHÍCULOS ESPECIALIZADOS
251749,2517,251749-AISLADORES Y AMORTIGUADORES DE VIBRACIÓN DE VEHÍCULOS
251750,2517,251750-SISTEMAS DE CARGADO ELÉCTRICO DE VEHÍCULOS
251816,2518,251816-CHASIS AUTOMOTRIZ
251817,2518,251817-REMOLQUES PARA PRODUCTOS Y MATERIALES
251915,2519,251915-SISTEMAS Y EQUIPO DE APOYO PARA TRANSPORTE AÉREO
251916,2519,251916-SISTEMAS Y EQUIPO DE APOYO PARA TRANSPORTE ESPACIAL
251917,2519,251917-EQUIPO PARA EL MANTENIMIENTO DE VEHÍCULO
251918,2519,251918-EQUIPO DE MEDICIÓN Y PRUEBA DE VEHÍCULOS
252015,2520,252015-FUSELAJE Y COMPONENTES DE AVIÓN
252016,2520,252016-SISTEMAS DE SITUACIÓN Y NAVEGACIÓN AEROESPACIAL Y COMPONENTES
252017,2520,252017-SISTEMAS RELACIONADOS CON LAS COMUNICACIONES DE VUELO
252018,2520,252018-SISTEMAS DE CONTROL PRINCIPAL DEL AVIÓN
252019,2520,252019-SISTEMAS DE URGENCIA DEL AVIÓN
252020,2520,252020-SISTEMAS DE ENERGÍA DE AVIÓN
252021,2520,252021-INSTRUMENTACIÓN DE VUELO
252022,2520,252022-SISTEMAS DEL ATERRIZAJE Y DE FRENOS DEL AVIÓN
252023,2520,252023-CONTROLES DE PASAJEROS DE AVIÓN
